STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
         44;20200926;-999;-999;-999;    3;   9.6;   4;-999;-999;  -999;  10.8;    -999;   10.2;   86.71;   15.5;    3.5;    1.2;eor
         44;20200927;-999;-999;-999;    3;   0.4;   4;-999;-999;  -999;  12.4;    -999;   11.8;   89.25;   15.2;    9.7;    9.5;eor
         44;20200928;-999;-999;-999;    3;   0.4;   4;    0.000;-999;  -999;  12.8;    -999;   11.9;   91.54;   13.8;   10.7;    8.8;eor
         44;20200929;-999;-999;-999;    3;   0.8;   4;    0.000;-999;  -999;  12.8;    -999;   11.5;   93.38;   14.5;    6.9;    4.5;eor
         44;20200930;-999;-999;-999;    3;   0.0;   0;    3.100;-999;  -999;  15.1;    -999;   14.8;   90.33;   18.9;   12.1;   11.3;eor
         44;20201001;-999;-999;-999;    3;   1.9;   4;    2.450;   0;  -999;  13.8;    -999;   14.2;   85.67;   18.3;    9.9;    7.3;eor
         44;20201002;-999;-999;-999;    3;   0.0;   4;    6.850;   0;  -999;  12.9;    -999;   13.1;   85.58;   17.9;    7.4;    4.5;eor
         44;20201003;-999;-999;-999;    3;   7.2;   4;    0.000;   0;  -999;  14.1;    -999;   14.0;   87.71;   17.4;    9.2;    7.9;eor
         44;20201004;-999;-999;-999;    3;   0.2;   4;    3.683;   0;  -999;  10.6;    -999;   11.5;   78.17;   15.4;    8.3;    6.9;eor
         44;20201005;-999;-999;-999;    3;   1.9;   4;    1.967;   0;  -999;  10.7;    -999;   11.6;   78.17;   14.9;    8.7;    6.4;eor
         44;20201006;-999;-999;-999;    3;   4.6;   4;    0.733;   0;  -999;  12.8;    -999;   12.1;   90.42;   15.2;    9.5;    7.6;eor
         44;20201007;-999;-999;-999;    3;   3.3;   4;    2.133;   0;  -999;  12.7;    -999;   11.9;   91.58;   15.7;   10.0;    8.5;eor
         44;20201008;-999;-999;-999;    3;  14.4;   4;    0.000;   0;  -999;  13.5;    -999;   12.0;   95.13;   15.0;    9.5;    8.4;eor
         44;20201009;-999;-999;-999;    3;   2.2;   4;    2.533;   0;  -999;  11.9;    -999;   11.4;   88.46;   14.0;    8.8;    7.3;eor
         44;20201010;-999;-999;-999;    3;   3.6;   4;    4.183;   0;  -999;   9.9;    -999;    8.4;   89.42;   12.1;    5.6;    4.0;eor
         44;20201011;-999;-999;-999;    3;   0.8;   4;    3.500;   0;  -999;   9.9;    -999;    7.8;   92.96;   11.6;    5.2;    3.7;eor
         44;20201012;-999;-999;-999;    3;   0.0;   4;    1.650;   0;  -999;  10.1;    -999;    8.4;   91.79;   14.6;    4.8;    1.6;eor
         44;20201013;-999;-999;-999;    3;   0.0;   0;    6.600;   0;  -999;   9.3;    -999;    7.9;   87.46;   13.8;    3.0;    0.3;eor
         44;20201014;-999;-999;-999;    3;   0.0;   0;    0.000;   0;  -999;   9.5;    -999;    8.8;   84.25;   10.6;    6.9;    4.9;eor
